AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,TEY,CO,NOX
5.7811,1030.5,92.366,4.4893,33.41,1100.0,533.07,14.056,165.02,0.51137,74.108
14.016,1013.1,84.528,4.2406,24.431,1087.0,549.89,11.907,134.02,1.5021,67.575
20.085,1008.6,82.711,3.8558,25.831,1084.3,550.02,12.054,135.59,1.6409,63.188
29.066,1007.8,54.584,4.7379,31.093,1100.0,543.59,13.265,150.39,1.7373,56.586
16.977,992.42,64.813,4.4265,24.747,1085.6,550.29,11.889,133.71,1.3078,77.253
17.975,1015.3,99.702,3.2625,19.792,1049.8,550.2,10.536,110.12,4.308,55.29
8.0173,1018.4,91.33,2.7044,21.302,1050.5,546.63,10.72,115.72,0.69169,38.011
21.801,1018.1,81.328,4.2072,29.794,1098.2,543.59,13.192,147.9,0.74872,47.645
32.323,1006.6,46.496,4.4176,26.843,1095.4,549.94,12.306,133.79,1.0602,68.789
30.76,1011.2,50.384,3.6088,21.484,1057.1,549.56,10.745,110.36,2.3422,50.66
13.668,1011.5,94.628,3.7706,25.627,1088.4,550.07,11.945,135.0,1.4473,60.166
27.002,1012.6,67.026,4.1172,25.639,1090.5,549.9,12.117,132.82,1.5515,65.096
16.175,1015.7,99.059,3.9911,25.827,1084.8,549.96,12.105,137.0,1.8169,62.51
19.806,1011.9,84.772,3.6623,24.742,1087.4,550.17,11.972,133.1,0.79965,61.123
11.608,1019.7,71.825,4.0175,32.894,1099.8,534.97,13.84,159.49,2.1303,57.436
30.001,1013.3,51.679,4.2752,29.814,1100.1,545.93,13.172,146.95,5.623,45.273
30.018,1015.4,45.681,3.0535,20.312,1052.9,550.33,10.56,108.82,3.3829,44.909
9.2545,1000.6,72.587,3.0788,27.809,1071.5,549.88,11.479,129.66,3.7143,71.26
12.792,1011.3,93.591,4.5612,21.008,1064.6,549.87,10.858,118.4,3.2801,80.303
19.469,1010.5,80.585,3.4936,19.662,1056.8,549.94,10.54,110.1,5.0053,58.253
16.129,1017.4,86.025,3.5621,31.63,1100.0,532.74,13.738,156.68,0.39538,56.583
18.825,1005.5,100.0,3.8973,23.934,1073.3,550.03,11.592,127.77,2.0863,52.07
6.9685,1010.6,96.88,4.7564,33.258,1100.1,526.15,14.247,165.62,0.26241,68.446
11.822,1013.1,69.529,2.562,19.787,1044.8,548.73,10.374,109.56,4.4778,74.417
15.391,1017.4,93.278,2.769,24.478,1087.0,549.88,11.973,134.1,1.2991,57.553
15.355,1014.8,79.042,4.149,31.915,1100.0,533.78,13.667,154.67,1.3255,81.17
4.8649,1028.3,88.406,5.9784,34.123,1099.9,525.18,14.232,166.1,0.30244,64.413
26.194,1010.2,65.429,4.7515,32.811,1099.9,535.26,13.86,153.91,1.4369,52.799
11.22,1023.4,100.07,4.3022,25.463,1080.2,550.16,11.943,135.88,0.96859,59.189
27.962,1004.4,74.218,4.1148,25.617,1080.5,550.26,11.979,129.39,2.0304,46.887
7.0473,1019.6,96.885,2.4558,19.501,1032.0,532.32,10.567,109.21,11.374,112.23
30.22,1003.6,67.152,4.4536,29.487,1099.9,542.8,13.022,145.47,0.44283,54.446
21.583,1014.3,72.533,3.2115,25.556,1069.1,550.02,11.39,122.94,3.0022,53.077
7.9378,1018.4,87.832,4.3253,31.91,1099.5,539.12,13.649,159.63,1.6648,101.27
29.717,1010.3,57.389,4.4296,30.199,1099.9,544.72,13.204,147.66,0.9261,53.272
18.588,1007.6,92.459,3.1962,19.759,1058.6,550.19,10.591,111.77,2.5325,58.807
26.442,1014.3,53.727,3.5282,20.13,1059.4,549.85,10.598,109.79,3.5235,56.405
11.685,1014.1,87.745,4.2996,24.234,1085.3,550.21,11.967,133.72,1.5795,79.368
23.568,1011.3,70.141,2.9677,20.051,1057.4,549.95,10.521,109.02,4.3028,54.688
11.223,1016.5,57.578,3.3721,28.167,1082.1,550.21,11.922,135.68,2.8598,65.999
30.379,1008.7,64.33,4.2074,25.409,1080.3,549.61,11.84,128.53,1.0003,55.824
15.051,1013.6,61.297,2.5379,24.245,1047.0,550.21,10.394,109.09,4.4249,68.517
26.465,1000.8,79.975,3.8886,25.931,1092.2,549.66,12.316,134.17,0.72517,57.569
6.929,1006.2,96.788,5.6758,24.437,1085.5,550.0,11.937,136.01,1.0815,79.671
12.927,1018.1,86.742,3.0378,24.131,1085.4,550.18,11.893,133.36,2.437,79.22
24.153,1017.4,67.055,4.425,31.214,1100.0,540.54,13.486,151.13,1.5653,48.355
22.163,1015.0,84.127,3.1654,20.082,1060.0,549.81,10.572,111.51,2.0286,54.588
10.843,1027.3,78.36,5.0648,32.542,1100.1,527.3,14.156,162.01,0.58307,63.318
23.039,1009.7,84.239,5.2165,25.761,1091.9,550.19,12.17,134.82,1.6581,61.161
16.566,1012.9,88.004,3.555,19.298,1055.3,549.96,10.438,109.75,5.3117,67.756
18.284,1012.8,65.711,3.5043,30.38,1085.9,550.1,12.139,136.66,1.7849,61.568
18.831,1018.4,97.435,4.7911,25.485,1091.4,550.34,12.087,135.32,1.1995,64.331
26.443,1008.8,54.709,4.1215,25.292,1090.4,549.8,12.168,133.48,0.79471,66.835
16.465,1005.1,81.549,3.7888,25.784,1080.2,549.96,11.938,134.85,1.1238,63.608
15.486,1020.3,93.005,2.8271,22.188,1071.6,549.95,11.236,121.96,3.3724,76.963
12.619,1013.6,82.455,2.294,21.214,1040.0,548.79,10.08,105.39,5.909,73.437
9.971,1017.6,69.738,3.347,26.446,1084.3,549.9,12.129,137.88,2.987,68.062
25.269,1011.9,65.221,3.7465,25.688,1092.2,550.16,12.134,134.51,0.77352,63.241
31.299,1005.9,41.092,4.3138,26.925,1096.4,550.02,12.338,134.83,1.3495,72.524
18.532,998.4,76.563,4.0847,23.049,1076.5,550.14,11.494,126.19,1.5997,67.573
10.863,1015.2,98.68,3.0439,18.912,1046.2,550.05,10.372,109.83,5.437,72.095
1.6121,1009.8,79.747,3.0335,22.834,1071.5,550.01,11.51,128.5,3.1211,80.86
8.6365,1003.1,93.919,3.7531,32.736,1099.9,529.32,13.93,163.77,0.053456,67.541
25.161,1010.5,82.341,4.475,24.864,1086.2,550.11,11.955,129.62,2.2846,57.147
15.026,1014.6,71.693,2.6688,19.037,1046.1,549.46,10.381,108.44,3.6437,64.577
14.659,1020.5,82.224,3.2808,24.93,1087.9,550.05,11.992,133.77,1.21,64.443
14.062,997.15,89.485,4.2222,31.919,1099.9,534.37,13.601,155.94,1.2699,75.453
23.45,1013.3,49.052,3.768,30.983,1096.3,549.88,12.729,141.64,1.2732,63.899
9.6964,1020.7,68.739,4.9324,27.698,1100.0,547.74,12.651,148.26,1.2738,84.703
9.1741,1024.0,70.68,3.2867,23.165,1074.7,549.78,11.591,130.62,3.0364,62.833
11.105,1016.9,96.562,3.9084,34.323,1100.1,524.42,14.218,163.87,1.0371,57.293
31.233,1009.0,46.442,4.8158,30.438,1100.2,540.34,13.182,148.41,1.5232,60.883
27.992,1008.5,59.631,4.7547,30.772,1099.9,537.59,13.371,145.62,0.39853,60.177
26.986,1013.5,65.455,4.0051,23.57,1070.6,550.03,11.527,121.34,2.2255,51.197
7.3118,1020.7,84.69,3.9186,23.665,1084.2,550.1,11.814,133.68,0.78305,78.855
29.646,1006.6,54.437,4.445,30.114,1099.9,545.2,13.135,147.2,1.8582,55.537
18.893,1012.7,79.153,3.1493,22.645,1068.0,549.79,11.392,123.19,3.7946,56.964
6.3321,1023.6,92.325,2.9614,23.909,1085.1,549.98,11.826,134.67,1.8095,82.019
23.196,1015.8,92.223,3.2616,20.269,1060.9,550.0,10.789,111.97,2.0803,48.756
31.928,1004.2,44.896,4.1111,25.643,1080.5,549.92,11.976,127.53,0.50692,46.859
17.709,1009.2,84.247,4.2244,25.244,1089.3,550.39,12.171,135.08,1.9799,66.775
17.382,1010.9,83.381,4.1827,25.015,1089.3,550.05,12.078,134.75,0.81441,67.173
14.416,1007.6,91.313,3.5519,25.229,1078.4,549.92,11.933,134.42,0.46141,60.824
10.346,1016.1,88.894,4.5101,24.01,1085.8,549.84,11.868,134.07,1.2593,74.563
13.368,1008.3,100.03,3.2804,24.72,1085.9,549.95,11.928,133.74,1.4039,64.315
11.092,1016.9,61.415,4.2433,33.08,1099.9,527.91,14.088,161.69,1.9602,76.472
12.034,1013.5,77.348,3.2876,24.547,1087.5,550.22,11.946,135.65,1.1721,71.367
10.895,1013.8,91.255,3.7614,19.314,1053.4,548.04,10.596,111.73,3.8633,77.313
15.925,995.9,99.013,2.5177,19.607,1053.4,550.34,10.347,109.04,4.8965,69.176
13.606,1031.9,59.168,2.6001,18.153,1030.2,540.41,10.23,102.45,12.128,95.461
20.427,1015.6,91.93,3.1957,19.915,1060.0,549.88,10.583,112.2,2.2957,55.056
25.551,1007.1,67.867,4.505,25.307,1089.8,549.92,12.128,132.33,1.5451,63.128
24.488,1014.3,77.924,4.0447,25.453,1091.3,550.2,12.109,133.9,1.8025,60.68
17.315,1001.8,69.401,2.6781,19.876,1057.4,550.06,10.466,111.67,4.743,73.9
19.97,1020.9,88.373,4.1522,22.871,1068.8,550.12,11.329,122.33,2.4011,54.432
20.735,1008.4,86.632,3.8756,25.069,1088.9,549.84,12.025,133.57,0.34646,60.795
14.388,1015.8,84.398,3.5516,30.546,1098.1,539.82,13.459,153.68,0.19728,44.963
26.332,1011.9,52.097,4.4681,30.951,1100.3,536.39,13.462,152.03,1.1693,58.395
16.747,1021.9,90.177,3.2178,24.969,1087.9,550.12,12.034,133.67,2.5863,83.18
19.985,1011.9,94.66,3.5306,19.811,1057.2,550.19,10.504,110.81,3.9321,56.637
26.053,1007.6,63.139,4.1209,25.502,1091.2,549.9,12.215,133.78,0.97755,63.238
18.708,1011.6,94.301,3.7452,22.139,1063.9,549.71,11.07,119.61,2.7967,55.516
10.741,1015.6,93.073,4.3596,19.509,1049.8,546.35,10.497,110.66,4.5766,88.521
28.126,1014.6,42.856,4.2384,30.282,1100.0,543.66,13.244,148.06,1.8507,58.573
24.415,1013.6,76.915,3.6716,25.313,1090.8,549.97,12.06,133.76,0.69586,59.209
8.0138,1018.7,90.463,3.9717,23.74,1084.7,550.12,11.8,133.67,0.97315,77.681
20.407,1011.1,96.846,5.3999,31.055,1099.9,542.3,13.368,150.1,1.4426,52.094
14.323,1011.7,82.624,4.1648,21.535,1068.4,549.64,11.115,121.59,2.2558,71.117
29.038,1007.5,57.262,4.6554,30.154,1100.1,546.25,13.104,148.58,1.4547,56.671
25.072,1011.7,78.184,4.4062,28.261,1095.4,542.87,12.845,140.41,1.0824,57.946
10.871,1019.5,78.38,2.6134,18.672,1046.8,549.58,10.265,109.47,5.6029,62.656
32.507,1005.6,47.6,4.4504,29.27,1100.0,543.58,12.995,143.29,1.0413,63.524
15.046,1026.3,73.9,4.7523,24.725,1087.8,550.15,11.985,133.73,1.5524,78.045
18.961,1009.8,96.082,5.3258,30.959,1099.8,542.37,13.392,150.9,0.9975,55.44
28.247,1010.4,62.473,4.4959,26.294,1094.9,550.32,12.36,134.64,0.98383,64.713
14.63,1008.6,81.188,4.1841,24.411,1086.2,550.26,11.978,133.81,0.75999,69.886
8.6258,1008.1,75.76,2.9614,22.94,1072.4,549.92,11.592,130.13,3.1272,70.976
6.7613,1026.9,73.494,4.3264,34.023,1099.9,525.2,14.264,164.39,1.0041,68.594
20.307,1010.8,81.755,3.6591,25.149,1088.5,550.0,12.058,133.09,1.8509,64.808
25.165,1009.7,85.768,4.2904,25.942,1092.0,549.96,12.155,134.57,1.217,59.286
17.568,1010.6,100.05,5.2873,22.581,1073.5,550.11,11.307,123.35,2.0799,66.954
22.067,1013.2,75.354,3.1815,20.105,1060.6,549.9,10.779,112.19,1.6778,55.573
6.0222,1033.0,81.321,4.062,23.616,1087.3,550.09,12.021,133.95,1.6844,81.55
13.3,1004.1,87.374,2.982,22.046,1051.9,550.22,10.461,113.19,4.8727,61.56
12.616,1018.5,79.905,3.9269,24.059,1087.1,550.1,11.898,134.63,1.4165,74.618
13.795,1003.7,93.661,4.5758,19.637,1055.4,550.06,10.427,111.72,3.9195,73.345
19.823,1012.0,95.15,4.4506,24.289,1075.9,549.86,11.751,127.87,2.3162,55.094
14.442,1015.7,94.518,3.2216,25.22,1088.4,549.83,11.959,135.1,0.95308,62.746
27.787,1012.0,65.516,5.9803,29.737,1099.9,541.07,13.17,146.84,1.0461,56.769
6.1623,1030.4,90.174,4.1815,30.918,1093.2,537.45,13.476,156.17,1.0716,70.933
7.4863,1009.7,83.593,4.5471,24.17,1084.2,549.87,11.789,134.69,1.7826,96.605
27.939,1014.8,60.35,4.0665,25.969,1093.5,549.84,12.26,133.81,0.12838,60.416
21.231,1003.8,73.206,5.1776,25.332,1088.7,550.13,12.03,133.71,1.536,71.886
8.9323,1014.1,77.363,5.2765,32.056,1100.2,531.21,13.958,160.6,1.0374,71.295
17.411,1010.8,87.41,3.6126,25.212,1089.5,550.01,12.113,134.52,1.3907,69.225
26.328,1007.3,78.252,4.8245,30.152,1099.7,540.56,13.099,146.91,1.3372,56.014
10.999,1006.3,95.094,2.4798,19.145,1049.5,547.3,10.463,109.69,7.3268,86.427
8.4984,1008.6,86.525,4.0903,23.744,1084.4,550.09,11.8,133.62,1.4506,80.708
2.3815,1024.0,82.921,4.2302,34.276,1099.9,528.26,14.343,167.96,2.618,56.897
12.639,1016.2,93.256,3.764,22.347,1073.7,549.15,11.396,125.25,3.1397,77.766
12.183,996.53,90.874,2.5407,18.967,1050.0,548.67,10.353,109.14,6.7364,83.668
16.043,1003.4,83.385,4.2021,19.965,1055.1,548.62,10.511,112.62,6.0459,75.137
19.338,1015.4,58.705,2.9533,20.413,1053.8,549.63,10.632,112.67,4.3312,60.492
18.097,1019.3,70.932,4.1463,32.551,1100.0,532.3,13.737,155.92,0.77635,71.762
15.242,1012.7,64.248,3.3616,24.418,1086.4,550.0,11.952,133.33,1.2112,73.066
23.531,1010.6,88.166,5.25,25.621,1091.2,549.57,12.22,134.12,2.8512,75.694
11.192,1012.5,88.907,2.6699,22.096,1065.3,550.26,11.137,123.57,1.8529,67.244
26.617,1010.7,58.582,4.0165,23.783,1071.5,549.49,11.513,122.38,2.0013,52.672
5.3061,1018.3,94.381,2.86,23.459,1083.7,549.79,11.709,134.39,1.6359,79.229
17.461,1013.7,91.122,2.9646,19.282,1055.6,550.08,10.312,110.59,3.1105,66.422
8.3487,1022.7,58.317,2.5462,21.425,1063.9,549.93,11.215,122.92,4.1559,76.647
9.3865,1007.8,87.96,4.4693,23.986,1084.6,549.96,11.797,134.13,0.99097,77.219
8.153,1019.9,61.527,3.406,27.331,1052.4,529.24,12.012,129.32,4.4645,92.533
11.164,1012.7,91.111,3.6034,25.378,1078.7,550.14,11.989,135.29,0.92181,63.191
9.1483,1021.9,68.005,3.6568,19.56,1038.7,536.55,10.701,110.93,8.2348,99.522
16.121,1012.8,100.11,6.0061,19.374,1055.0,550.03,10.398,109.46,5.3114,61.56
5.0235,1016.2,75.649,2.5391,18.525,1035.4,543.09,10.254,107.47,10.575,117.7
14.861,1012.7,99.937,2.2839,19.059,1052.3,549.54,10.405,108.81,5.9508,76.056
18.964,1017.7,81.226,3.522,22.471,1067.9,550.42,11.403,122.27,2.7852,50.449
29.365,1012.4,51.185,3.9922,26.09,1094.7,550.04,12.206,133.81,0.1008,64.299
14.958,1014.1,89.807,3.0698,23.462,1079.1,549.97,11.616,127.5,0.97748,59.555
9.8409,1012.8,90.729,2.673,19.01,1047.6,545.7,10.455,109.26,9.0071,96.195
22.45,1010.7,68.438,3.4685,24.729,1079.8,549.69,11.927,130.73,1.5032,45.291
12.131,1023.6,92.493,3.6282,18.844,1042.4,541.45,10.468,107.56,8.6518,102.39
11.582,1015.9,95.092,4.0858,32.059,1100.0,531.7,13.832,158.93,0.89354,68.841
17.555,1011.1,86.323,2.9147,22.258,1069.7,550.04,11.129,120.38,1.7833,60.345
16.925,1012.3,91.075,3.8455,25.589,1082.6,549.97,12.07,135.14,1.585,61.304
14.515,1015.0,96.315,3.7434,24.676,1079.5,550.02,11.891,133.54,1.6859,64.017
27.669,1007.1,66.394,4.4754,30.131,1099.9,545.09,13.217,147.18,1.4142,56.971
25.222,1010.0,81.046,3.7605,23.345,1076.8,549.92,11.454,123.32,2.2317,57.974
26.513,1016.2,65.681,4.3892,25.718,1092.6,550.44,12.171,133.01,1.3504,64.667
22.724,1020.4,69.569,4.2003,23.011,1069.1,549.94,11.324,121.4,2.3707,56.721
15.636,1009.2,78.585,2.5083,19.295,1054.6,549.92,10.379,110.06,4.7658,70.055
10.72,1024.6,78.597,5.7002,32.739,1099.9,529.79,13.861,160.21,0.30984,65.198
14.275,1009.4,86.221,3.6034,25.608,1079.0,550.01,11.877,135.0,1.117,61.698
10.944,1015.0,85.647,2.9105,23.858,1083.1,549.85,11.71,132.44,1.6362,75.7
25.568,1016.9,56.331,6.5467,30.288,1099.9,538.76,13.296,149.79,1.0739,62.176
20.434,1004.9,62.462,5.944,31.923,1100.0,534.36,13.67,156.11,0.71429,65.486
15.553,1008.0,86.802,4.4803,32.02,1100.0,537.01,13.726,156.21,1.8741,51.533
27.568,1013.4,62.322,4.1684,25.873,1092.2,550.09,12.299,133.76,1.5246,66.52
21.452,1008.3,80.078,3.8412,25.839,1084.0,549.97,12.067,135.09,1.4367,61.613
13.683,1014.7,86.376,4.4516,24.383,1087.2,549.41,12.011,134.71,1.4886,72.297
22.892,1020.9,59.237,4.5448,28.106,1100.0,543.38,13.066,144.73,0.90689,71.339
24.446,1006.4,89.507,4.0741,25.169,1078.2,550.45,11.859,128.88,1.8305,47.878
32.123,1002.5,58.978,4.4072,27.107,1086.6,548.91,12.219,133.72,1.6911,53.358
22.13,1014.5,80.97,4.4579,25.487,1090.9,550.22,12.125,133.74,1.8748,64.82
21.063,1009.1,65.243,3.9865,23.209,1078.8,550.03,11.513,126.67,2.1239,70.179
24.683,1011.8,72.322,3.0643,20.228,1060.5,550.01,10.788,112.12,2.5529,66.759
14.558,1021.9,89.746,4.2013,24.546,1087.8,550.02,11.977,133.72,1.5397,74.292
20.852,1012.1,78.474,3.6345,25.227,1089.7,549.71,12.074,133.78,1.8813,68.789
22.02,1009.1,91.016,4.1787,20.07,1058.6,549.86,10.482,110.48,4.9606,54.619
29.256,1016.6,60.781,3.9772,26.086,1094.7,549.99,12.284,133.76,1.0732,65.081
31.976,1011.3,49.485,4.0092,25.648,1083.3,549.7,12.1,130.23,2.7408,53.321
27.375,1004.0,86.67,4.9228,30.245,1099.7,546.4,13.048,145.26,1.3872,54.477
11.582,1012.2,98.981,3.9436,20.66,1061.8,548.27,10.858,117.94,3.8377,79.858
24.826,1014.9,68.84,4.0603,25.482,1090.8,549.95,12.185,132.96,1.7713,63.653
28.63,1010.0,59.98,4.736,26.097,1093.0,550.26,12.278,133.21,1.7005,65.007
23.072,1012.6,70.202,3.8203,24.658,1080.4,550.31,11.921,130.69,2.2282,54.346
19.439,1006.3,91.181,3.1169,19.536,1056.8,550.05,10.5,110.79,2.4619,56.478
27.414,1009.9,58.607,3.8213,25.745,1091.9,550.43,12.246,133.79,0.72172,63.858
12.451,1025.6,66.261,4.7516,32.702,1100.0,528.41,14.137,160.7,0.62048,65.75
11.861,1022.2,58.32,4.4224,31.768,1099.9,536.41,13.807,157.99,2.4911,51.275
10.14,1021.3,74.555,5.7752,33.322,1100.0,528.77,13.941,161.99,0.39037,62.39
5.9083,1023.9,72.817,3.9165,23.519,1085.1,549.92,11.902,134.68,1.9238,84.172
3.5615,1031.0,91.153,3.2242,20.484,1057.6,549.45,10.971,116.63,7.1287,93.866
18.926,1010.1,84.631,2.8458,19.409,1054.5,549.99,10.434,108.58,3.8853,58.327
27.102,1015.5,59.288,3.2706,20.465,1062.2,549.87,10.586,111.78,2.2331,52.665
22.85,1012.0,75.451,4.1042,29.386,1099.7,546.76,13.066,147.6,1.7779,49.208
23.862,1006.6,76.314,3.8012,25.107,1089.3,550.36,11.974,132.74,0.34887,61.681
20.068,1012.1,84.618,2.9601,19.768,1058.0,550.06,10.549,111.55,2.45,61.017
19.676,1010.9,72.749,5.1397,25.221,1089.1,550.22,12.019,133.65,1.4614,70.968
17.93,1016.5,80.065,2.2986,19.394,1048.6,549.85,10.366,109.11,2.3225,49.845
24.048,1009.9,79.225,3.9917,25.414,1089.7,549.93,12.117,133.26,7.8864,63.44
23.523,1010.2,92.074,3.8159,25.29,1090.6,549.99,12.122,133.92,0.54366,56.737
6.6893,1017.8,100.1,3.7551,23.527,1068.8,549.93,11.52,128.14,1.2568,64.875
19.65,1009.3,70.771,3.4233,19.586,1055.6,549.93,10.479,109.47,5.2549,63.152
10.591,1014.8,88.647,3.2318,24.147,1085.2,549.82,11.81,133.72,1.4551,73.876
4.9438,1012.6,64.037,3.9315,32.645,1100.1,532.94,14.015,163.77,2.8564,64.093
12.022,1029.6,73.443,2.7184,18.68,1044.9,548.66,10.403,108.39,6.2192,67.078
19.933,1016.2,93.608,3.2015,19.745,1059.0,549.92,10.556,111.77,3.0614,54.98
18.026,1007.4,98.708,3.7227,23.829,1072.4,550.21,11.525,127.1,2.2793,53.67
6.5345,1021.7,86.253,4.0678,23.801,1085.7,549.87,11.867,134.67,1.4975,84.556
8.1834,1017.4,77.9,2.6842,20.735,1045.2,537.07,10.837,114.99,11.898,110.85
13.256,1016.2,86.724,4.6168,32.425,1099.7,527.61,14.348,162.11,1.8457,50.322
8.6174,1010.7,94.254,3.7674,32.742,1100.1,528.8,13.976,163.85,0.73118,65.171
32.734,1005.5,46.038,4.9841,30.777,1099.9,544.96,13.247,147.96,1.5546,58.928
21.471,1010.9,97.615,3.5028,21.805,1059.8,549.85,11.002,116.36,4.3123,50.796
10.267,1018.6,92.126,4.0423,23.396,1074.2,550.19,11.6,129.86,3.2856,60.627
21.229,1012.2,90.616,3.9079,24.845,1081.7,550.33,12.043,132.21,2.1661,45.453
16.477,1017.6,81.894,4.684,29.639,1100.0,537.43,13.49,152.62,0.93063,63.145
16.28,1015.8,51.113,3.5322,24.016,1085.9,549.99,11.74,132.7,1.3575,68.432
9.9787,1003.1,98.391,3.806,32.804,1099.9,530.03,13.866,162.35,1.1824,69.138
12.85,1013.1,77.709,3.3114,19.501,1055.5,548.7,10.579,112.55,3.3245,82.596
13.154,1017.9,85.515,2.3055,20.578,1044.6,550.33,10.298,107.6,3.8628,68.979
23.416,1007.3,76.588,3.7554,24.329,1075.1,549.93,11.728,127.58,2.0395,52.658
17.092,1012.2,74.036,3.3959,28.965,1081.9,550.16,12.017,134.15,2.3544,58.077
19.477,1001.6,88.452,2.9776,19.663,1055.3,550.0,10.444,109.49,4.3703,60.177
21.589,1016.3,66.952,5.1575,24.162,1084.7,549.93,11.77,129.09,2.7403,82.857
0.75101,1024.3,92.896,4.4314,34.12,1100.0,528.41,14.365,168.37,1.7076,56.632
18.663,1008.9,73.359,2.6988,22.176,1047.1,550.17,10.396,108.22,5.6201,59.77
25.623,1006.5,83.121,3.2012,20.295,1060.1,550.22,10.583,111.53,2.1893,50.669
22.384,1009.5,81.174,5.4141,29.551,1099.8,544.67,13.228,147.54,1.284,61.734
17.31,1017.7,82.969,3.7482,20.22,1021.3,528.98,10.638,105.3,22.648,86.524
9.5208,1020.0,81.608,5.0004,32.29,1098.4,528.97,13.865,160.66,0.79295,67.294
24.021,1015.5,61.699,4.3182,25.526,1091.7,549.79,12.051,133.21,1.5003,69.765
21.908,1000.9,81.915,3.226,22.064,1068.9,549.9,11.021,118.74,3.9573,61.766
26.327,1009.1,70.711,3.7528,25.614,1091.0,550.07,12.069,133.76,0.45356,59.705
27.48,1006.8,78.787,4.1602,25.178,1078.4,550.38,11.879,126.93,1.992,51.827
20.573,1017.7,84.796,4.3117,30.606,1099.9,541.81,13.444,151.04,1.3432,46.772
20.521,1016.3,68.804,4.2963,25.216,1090.9,549.58,12.063,134.52,1.5957,67.584
9.1171,1012.7,84.868,2.7576,18.403,1042.8,548.7,10.185,107.96,5.6877,76.697
22.322,1013.6,93.954,3.3621,19.579,1056.4,549.91,10.543,108.79,4.8117,52.437
13.107,1006.9,93.698,2.5036,18.54,1038.6,543.6,10.16,103.52,8.8747,87.689
10.219,1005.9,93.526,5.4033,32.217,1099.9,531.14,13.801,160.31,0.48274,70.353
22.166,1011.0,79.692,4.5536,30.764,1100.0,543.44,13.274,151.2,0.95775,57.852
11.535,1025.7,74.184,4.4165,31.723,1099.9,535.5,13.869,158.5,1.8903,49.509
28.243,1013.4,64.869,4.6692,29.76,1099.9,540.67,13.273,146.69,0.22539,54.597
13.116,1019.1,79.942,3.5481,21.699,1071.6,549.58,11.261,123.36,2.959,80.522
5.2598,1023.3,84.806,4.1739,23.706,1084.9,550.07,11.881,134.27,1.275,60.38
1.5332,1018.2,71.448,4.036,33.839,1100.0,528.58,14.292,168.25,0.72206,57.394
16.551,1019.2,68.055,3.4111,24.086,1078.5,549.99,11.893,130.83,1.7571,54.401
28.158,1009.4,52.355,4.1147,25.15,1079.3,550.1,11.915,127.59,1.7879,50.629
17.916,989.67,61.48,4.3236,24.645,1085.5,550.17,11.806,133.74,1.295,77.969
14.951,1020.3,84.907,3.6392,31.861,1100.0,531.61,13.773,157.76,0.76162,56.176
18.842,1017.5,96.092,4.0835,22.803,1068.4,549.86,11.324,122.29,2.4236,56.367
8.3966,1024.5,87.744,3.3879,18.795,1056.2,549.84,10.459,110.77,4.9112,117.48
22.137,1015.5,70.495,3.9228,24.898,1081.4,549.69,11.898,131.21,2.1172,55.708
13.2,1017.0,63.94,3.4378,28.103,1085.6,550.03,12.19,137.99,2.7003,58.897
15.445,996.82,62.089,3.2218,24.04,1074.0,549.98,11.582,129.53,3.511,62.826
8.0409,1030.4,86.103,4.97,26.379,1077.9,537.87,12.404,136.3,2.411,96.575
11.77,1008.2,89.489,3.888,19.28,1048.7,544.47,10.457,111.36,4.4278,82.096
4.7948,1002.8,92.607,3.0864,21.782,1058.9,550.2,11.085,121.14,1.5937,64.536
4.0681,1019.2,81.806,2.7275,19.647,1050.7,548.46,10.619,114.77,6.2084,78.746
26.089,1009.8,49.98,4.0753,23.037,1075.4,550.09,11.341,121.22,1.6495,60.697
27.499,1013.7,56.588,4.1688,26.017,1093.3,550.02,12.233,134.53,1.3317,67.885
27.977,1013.1,57.22,4.0336,20.353,1059.9,550.03,10.577,109.29,3.9845,57.364
21.744,1012.9,83.477,3.4308,21.521,1061.3,549.78,11.08,117.13,3.5417,47.162
3.6268,1028.5,93.2,3.1661,19.087,1037.0,541.59,10.411,109.08,10.993,89.172
23.746,1012.1,55.975,5.9712,31.235,1100.1,536.7,13.511,152.75,0.81324,63.808
19.75,1008.1,97.525,3.9096,24.64,1077.0,550.49,11.776,128.61,1.8784,48.573
22.052,1015.1,56.159,3.9148,25.385,1084.9,550.1,12.08,134.45,2.1667,64.891
11.269,1021.4,94.895,3.399,25.299,1079.2,549.93,11.999,135.18,0.11124,85.002
25.012,1010.4,52.337,4.4211,31.092,1099.9,541.82,13.4,150.07,1.2001,53.336
23.131,1011.8,80.594,3.1465,20.146,1060.6,549.82,10.707,112.31,1.6926,53.7
9.9457,1027.5,65.562,4.883,30.836,1096.7,532.14,13.572,156.32,0.96679,66.563
18.223,1008.2,84.501,3.216,23.943,1079.9,549.76,11.499,127.09,1.7288,61.4
24.499,1006.6,60.567,3.8429,27.399,1093.8,549.54,12.571,140.77,1.9324,55.367
28.121,1015.4,64.615,4.462,30.529,1099.9,542.86,13.343,148.53,1.7831,52.164
20.251,1011.9,91.547,3.7857,24.496,1075.9,550.32,11.758,127.71,2.0541,48.828
9.9144,1011.3,91.338,4.4021,21.842,1055.6,542.08,11.0,118.93,5.2903,98.31
10.674,1010.9,68.357,4.068,32.138,1100.1,531.57,13.843,159.63,1.5706,74.978
